zone_name,season,month,latitude,longitude,rainfall_mm,temperature_deg_c,humidity_pct,river_discharge_m3_s,water_level_m,elevation_m,land_cover,soil_type,population_density,infrastructure,historical_floods,flood_occurred,distance_to_phagwara_km,infrastructure_risk_score,infrastructure_risk_label
Railway Colony,Pre-Monsoon,5,31.228495,75.765302,84.46,39.34,47.22,1977.23,3.77,242.17,Built-up,Silt Loam,5959.45,1,1,1,0.7232715816768952,52.78,Medium
Railway Colony,Pre-Monsoon,4,31.225908,75.763516,80.23,35.32,58.42,2089.18,3.84,243.95,Built-up,Silt Loam,7006.81,1,1,1,0.724379930734395,54.5,Medium
City Centre,Winter,3,31.22214,75.778162,37.97,19.13,82.31,2487.68,3.23,244.92,Built-up,Loam,7388.4,0,0,0,0.729957889679388,30.52,Low
Railway Colony,Monsoon,7,31.226816,75.763846,201.79,28.86,76.56,3266.99,5.35,244.52,Built-up,Silt Loam,6977.22,1,0,1,0.7316251601058896,53.3,Medium
Railway Colony,Pre-Monsoon,4,31.230426,75.772627,25.62,39.13,37.73,1914.99,2.86,238.7,Built-up,Silt Loam,7152.87,1,0,0,0.7353529906704903,35.16,Low
Railway Colony,Monsoon,7,31.229965,75.774197,208.2,30.45,84.04,3610.85,5.85,243.84,Built-up,Silt Loam,6123.66,0,0,1,0.7377457824463908,46.54,Medium
Railway Colony,Monsoon,8,31.228758,75.765321,196.87,30.63,67.34,3232.77,5.77,245.48,Built-up,Silt Loam,6533.74,1,0,1,0.7425122079396955,53.35,Medium
City Centre,Winter,2,31.229382,75.775599,70.0,15.75,62.7,2735.51,3.57,244.12,Built-up,Loam,7731.5,1,1,0,0.7525733190485708,56.08,Medium
Railway Colony,Winter,1,31.229183,75.765702,40.66,16.41,63.25,2405.96,3.56,240.01,Built-up,Silt Loam,6760.09,0,1,0,0.7530781729091848,44.35,Medium
City Centre,Post-Monsoon,11,31.220568,75.777685,20.5,23.57,55.27,2163.85,2.95,247.69,Built-up,Loam,8307.99,0,1,0,0.7577977713338829,43.4,Medium
Railway Colony,Post-Monsoon,10,31.230514,75.773147,83.31,30.09,58.07,1896.67,4.37,250.28,Built-up,Silt Loam,7318.96,0,1,0,0.757922839505616,47.85,Medium
Railway Colony,Winter,1,31.2176,75.768052,0.0,17.94,61.4,1817.96,2.63,240.91,Built-up,Silt Loam,6079.45,1,0,0,0.7581065336851083,31.56,Low
City Centre,Monsoon,6,31.221221,75.778095,209.06,29.31,84.58,3150.82,6.43,244.18,Built-up,Loam,6766.29,0,1,1,0.7593918033164672,61.65,Medium
Railway Colony,Pre-Monsoon,4,31.224841,75.762862,106.16,40.89,47.75,2864.88,4.82,255.0,Built-up,Silt Loam,6412.5,1,1,1,0.7605762718919864,59.38,Medium
Railway Colony,Monsoon,6,31.230454,75.76794,201.02,34.05,82.94,3905.28,5.81,247.13,Built-up,Silt Loam,6380.78,1,0,1,0.7674484908382336,55.23,Medium
College District,Winter,2,31.229666,75.766117,33.46,18.92,76.37,2108.37,3.63,245.86,Mixed Use,Loam,5559.28,1,0,0,0.7715025081306013,35.68,Low
City Centre,Monsoon,9,31.227284,75.763629,208.84,30.14,81.26,3537.96,6.59,245.62,Built-up,Loam,7938.76,1,1,1,0.7734881556082375,72.7,Critical
City Centre,Post-Monsoon,11,31.220978,75.778205,0.0,28.61,59.38,1399.5,2.78,251.37,Built-up,Loam,6893.73,0,1,0,0.7802098203040595,37.94,Low
City Centre,Monsoon,9,31.230358,75.767263,161.46,26.61,67.81,3118.68,5.44,246.59,Built-up,Loam,8389.22,0,0,1,0.782895124288111,45.08,Medium
City Centre,Monsoon,6,31.217075,75.768665,259.17,31.39,66.67,4278.42,6.85,247.38,Built-up,Loam,8451.21,0,1,1,0.7963388539661378,70.53,Critical
Railway Colony,Monsoon,8,31.229152,75.76498,207.36,27.65,82.59,3366.24,6.61,245.37,Built-up,Silt Loam,6448.81,0,1,1,0.796514736787627,62.13,Medium
Railway Colony,Monsoon,9,31.227783,75.763598,130.2,31.27,98.14,2809.35,4.83,247.92,Built-up,Silt Loam,7482.14,1,1,1,0.8036864372481616,61.96,Medium
Railway Colony,Monsoon,6,31.224451,75.762328,217.91,30.59,70.43,3216.78,6.73,239.27,Built-up,Silt Loam,7633.84,1,1,1,0.8071432807831289,72.21,Critical
City Centre,Post-Monsoon,10,31.216732,75.770593,79.68,25.76,58.14,2344.52,3.78,246.04,Built-up,Loam,8571.71,0,1,0,0.8084044066872959,49.2,Medium
Railway Colony,Winter,2,31.226521,75.762809,98.4,18.57,67.04,2264.62,3.69,251.54,Built-up,Silt Loam,6299.74,1,0,1,0.809898086991269,40.52,Medium
City Centre,Monsoon,9,31.221053,75.762981,264.49,36.59,75.87,3866.94,6.49,244.93,Built-up,Loam,7805.14,1,0,1,0.8125153612066465,61.93,Medium
Railway Colony,Post-Monsoon,10,31.230727,75.767434,78.81,28.18,56.06,2702.71,3.47,243.21,Built-up,Silt Loam,7037.4,1,1,1,0.8136040338831922,55.22,Medium
College District,Pre-Monsoon,5,31.226591,75.762739,62.17,37.64,45.36,2164.81,3.84,247.17,Mixed Use,Loam,5605.42,1,0,0,0.8188518203852209,37.84,Low
City Centre,Monsoon,7,31.222159,75.779165,144.51,32.17,91.7,2972.83,4.13,246.33,Built-up,Loam,7494.18,1,0,1,0.8213389633500288,47.45,Medium
College District,Monsoon,9,31.22826,75.76362,201.78,34.89,80.78,2756.57,5.91,248.7,Mixed Use,Loam,5227.73,1,0,1,0.8309540472529265,50.83,Medium
City Centre,Post-Monsoon,10,31.223465,75.77955,69.15,32.78,60.8,2421.84,3.4,248.39,Built-up,Loam,7639.25,0,1,0,0.8341466321740446,46.66,Medium
Railway Colony,Winter,3,31.22246,75.762182,67.98,19.45,76.84,2824.05,3.3,246.25,Built-up,Silt Loam,6135.47,0,0,0,0.8371756043340812,31.33,Low
Railway Colony,Post-Monsoon,11,31.231399,75.769132,25.37,23.49,58.03,1799.35,2.36,247.59,Built-up,Silt Loam,6607.52,0,0,0,0.8378788027095989,24.87,Low
Railway Colony,Pre-Monsoon,5,31.216655,75.768719,105.54,36.91,44.09,2769.68,3.9,245.17,Built-up,Silt Loam,6825.39,1,0,1,0.8403578893094223,43.47,Medium
Railway Colony,Monsoon,8,31.228431,75.763551,197.09,29.63,81.45,2929.23,5.98,247.58,Built-up,Silt Loam,6752.18,1,0,1,0.8472665931493122,53.36,Medium
Railway Colony,Pre-Monsoon,4,31.226425,75.762347,80.83,42.64,47.53,2445.0,4.44,245.43,Built-up,Silt Loam,6522.38,1,0,0,0.8477937060181779,42.24,Medium
Railway Colony,Winter,2,31.231201,75.767818,50.5,16.15,61.81,2390.53,3.65,241.11,Built-up,Silt Loam,7326.15,1,1,1,0.8494350323319307,53.81,Medium
City Centre,Monsoon,9,31.227571,75.778842,207.02,28.0,80.32,3500.05,6.15,249.77,Built-up,Loam,7824.02,1,1,1,0.8616327787989715,71.29,Critical
Railway Colony,Pre-Monsoon,4,31.224234,75.761713,53.8,39.81,57.63,2131.4,3.35,246.49,Built-up,Silt Loam,6369.23,0,1,0,0.864455531169937,43.22,Medium
College District,Pre-Monsoon,5,31.222271,75.761812,69.9,38.42,63.0,1855.66,3.28,257.0,Mixed Use,Loam,5722.49,0,0,0,0.8760162279728783,28.21,Low
City Centre,Winter,1,31.216863,75.76662,62.0,23.39,54.29,2115.03,3.88,252.64,Built-up,Loam,6805.46,1,0,0,0.8875757994971576,39.47,Low
City Centre,Winter,3,31.222745,75.761581,65.67,14.46,58.41,2067.6,3.4,247.19,Built-up,Loam,6245.14,0,0,0,0.8876603343488555,29.59,Low
City Centre,Pre-Monsoon,4,31.215989,75.772416,86.79,38.8,57.92,2707.99,3.46,239.13,Built-up,Loam,8251.13,1,0,0,0.9039400723851385,43.31,Medium
Railway Colony,Monsoon,8,31.219861,75.762471,188.73,35.94,69.98,3492.45,5.32,246.36,Built-up,Silt Loam,6742.3,0,1,1,0.9160184306369169,58.85,Medium
City Centre,Post-Monsoon,11,31.219595,75.779071,28.84,29.62,63.32,1860.55,3.23,249.0,Built-up,Loam,8001.82,1,0,0,0.9265452846411207,37.25,Low
City Centre,Pre-Monsoon,5,31.226832,75.780034,143.68,39.22,45.84,3189.23,5.09,246.11,Built-up,Loam,7965.48,0,1,1,0.9327918959062861,56.95,Medium
Railway Colony,Pre-Monsoon,4,31.232365,75.76926,44.08,38.44,55.97,2168.48,3.0,248.37,Built-up,Silt Loam,6416.49,1,1,0,0.9416008933010109,50.06,Medium
Railway Colony,Pre-Monsoon,4,31.223514,75.760887,87.88,38.31,46.68,2446.51,3.98,243.25,Built-up,Silt Loam,6711.58,1,1,0,0.944157892721477,55.76,Medium
Railway Colony,Winter,2,31.221988,75.761132,73.32,13.54,64.6,2182.05,3.69,242.83,Built-up,Silt Loam,6789.79,0,1,0,0.9461518624794193,45.74,Medium
College District,Monsoon,8,31.232053,75.767558,162.82,30.07,99.0,3055.6,4.62,250.95,Mixed Use,Loam,5308.47,1,0,1,0.947027579740452,46.7,Medium
City Centre,Monsoon,7,31.221605,75.761228,184.93,27.67,82.56,3082.89,5.67,246.71,Built-up,Loam,6491.33,1,0,1,0.9483540435016125,52.05,Medium
City Centre,Monsoon,8,31.223391,75.780791,178.45,33.08,90.8,3284.91,5.87,247.19,Built-up,Loam,7600.05,0,1,1,0.95243795595273,60.3,Medium
Railway Colony,Post-Monsoon,11,31.230567,75.764354,15.18,26.32,55.86,2152.27,2.6,248.24,Built-up,Silt Loam,6550.09,1,1,0,0.9533536529773997,47.8,Medium
Railway Colony,Monsoon,9,31.229135,75.77884,203.43,31.87,80.42,3271.3,6.15,245.12,Built-up,Silt Loam,6872.32,1,0,1,0.9541830585684944,55.17,Medium
College District,Winter,2,31.227727,75.76174,27.88,16.76,64.07,1756.06,2.03,251.23,Mixed Use,Loam,6057.96,1,0,0,0.9559788639298653,31.32,Low
Railway Colony,Pre-Monsoon,5,31.231662,75.775449,53.34,36.3,56.09,1604.22,2.68,245.02,Built-up,Silt Loam,7907.43,1,1,0,0.9598266812001444,50.34,Medium
Railway Colony,Monsoon,9,31.225365,75.760821,227.39,30.79,67.91,3362.32,6.67,247.38,Built-up,Silt Loam,5881.41,1,0,1,0.9609392731830654,56.47,Medium
Railway Colony,Winter,1,31.22161,75.761085,25.91,19.23,56.54,1844.76,3.1,249.49,Built-up,Silt Loam,6507.01,1,1,0,0.9612583595026835,48.65,Medium
College District,Monsoon,6,31.231995,75.766945,224.14,32.98,82.96,3742.56,6.22,248.12,Mixed Use,Loam,7019.02,0,1,1,0.9616055180789314,63.83,Medium
Railway Colony,Winter,1,31.229354,75.762788,17.52,15.94,59.64,2193.58,3.22,246.06,Built-up,Silt Loam,6600.33,1,0,0,0.9668517326531912,35.58,Low
Railway Colony,Pre-Monsoon,4,31.232325,75.774069,91.13,40.58,48.81,2355.6,4.35,248.14,Built-up,Silt Loam,6617.77,0,0,1,0.976489153287057,34.43,Low
College District,Monsoon,6,31.231671,75.76557,184.69,33.62,80.82,3563.5,5.53,247.17,Mixed Use,Loam,5788.83,0,0,1,0.9873530741066223,44.0,Medium
College District,Winter,1,31.229331,75.762495,0.0,19.36,66.88,2124.61,1.81,253.63,Mixed Use,Loam,5536.34,1,0,0,0.9874152296371064,29.65,Low
City Centre,Monsoon,8,31.218425,75.779064,206.39,35.02,87.78,3648.73,6.47,248.19,Built-up,Loam,6440.65,1,1,1,1.0009097588968443,70.48,Critical
Railway Colony,Monsoon,6,31.221077,75.760678,184.92,32.76,76.54,3186.67,4.98,237.79,Built-up,Silt Loam,7512.8,1,1,1,1.0158928051786364,66.11,Medium
Railway Colony,Monsoon,7,31.232078,75.765669,229.41,30.22,86.04,3513.75,6.62,251.48,Built-up,Silt Loam,7230.63,1,0,1,1.022176432354847,58.74,Medium
City Centre,Pre-Monsoon,4,31.214991,75.768244,91.61,38.41,45.7,2496.27,4.18,246.05,Built-up,Loam,8751.37,1,1,1,1.0308199514461427,59.41,Medium
Railway Colony,Winter,3,31.232649,75.766835,25.03,18.8,59.21,2400.72,3.06,250.52,Built-up,Silt Loam,7069.92,0,1,0,1.032980609141595,42.78,Medium
College District,Pre-Monsoon,5,31.233042,75.768207,96.09,36.83,46.5,2258.14,3.2,252.5,Mixed Use,Loam,5482.94,0,1,0,1.0352130718422188,44.07,Medium
College District,Monsoon,8,31.232078,75.76538,178.66,29.65,73.1,2631.96,4.9,247.1,Mixed Use,Loam,5854.87,1,0,1,1.035573613194874,47.8,Medium
City Centre,Winter,2,31.231336,75.777522,62.6,19.34,68.76,1983.75,3.93,245.94,Built-up,Loam,7286.19,1,0,0,1.0363061589340503,39.94,Low
Railway Colony,Monsoon,6,31.214648,75.771599,206.53,28.48,82.42,3423.64,5.86,247.52,Built-up,Silt Loam,6392.72,0,1,1,1.0426669353245566,60.36,Medium
Railway Colony,Winter,12,31.219748,75.760546,17.67,15.72,49.98,1947.12,2.77,237.7,Built-up,Silt Loam,6551.79,1,0,0,1.0836383471099786,33.79,Low
City Centre,Winter,2,31.220221,75.781363,49.17,20.03,63.63,2336.49,3.37,254.8,Built-up,Loam,6580.85,0,1,0,1.0887893766913177,43.88,Medium
City Centre,Monsoon,8,31.214343,75.768528,181.81,30.7,89.03,3634.08,5.56,245.51,Built-up,Loam,7804.15,1,1,1,1.0953285776129553,68.94,Medium
Industrial Belt,Post-Monsoon,11,31.22077,75.781704,38.14,29.31,54.84,2077.82,3.46,248.72,Industrial,Clay Loam,6570.64,1,1,0,1.0973009106900695,50.84,Medium
Railway Colony,Post-Monsoon,11,31.233323,75.766871,47.69,26.66,48.41,2269.42,3.07,256.71,Built-up,Silt Loam,6194.05,0,1,0,1.1019297404798833,42.36,Medium
College District,Post-Monsoon,11,31.231015,75.762537,130.8,30.86,60.92,2932.12,4.45,248.38,Mixed Use,Loam,5478.98,0,1,1,1.1071353558397923,50.6,Medium
Railway Colony,Pre-Monsoon,4,31.231904,75.763676,30.32,38.85,37.08,2158.98,3.2,254.35,Built-up,Silt Loam,6184.91,0,0,0,1.1096307264299718,27.5,Low
College District,Pre-Monsoon,4,31.227929,75.760008,75.09,34.5,52.42,2239.91,4.16,250.12,Mixed Use,Loam,3959.22,0,0,0,1.1152984157614507,29.14,Low
College District,Monsoon,9,31.231053,75.7624,162.36,31.75,71.52,3080.35,4.81,251.21,Mixed Use,Loam,5680.0,0,1,1,1.1193736730806796,53.72,Medium
College District,Winter,3,31.227925,75.759959,51.58,23.31,49.58,1862.46,3.28,246.54,Mixed Use,Loam,5683.71,1,1,0,1.1194133091003144,49.27,Medium
Industrial Belt,Monsoon,7,31.214451,75.775088,235.42,26.37,82.8,3777.75,6.44,252.34,Industrial,Clay Loam,5356.97,1,1,1,1.13740346072486,70.69,Critical
College District,Monsoon,9,31.230408,75.76141,147.26,30.91,77.97,2796.76,5.36,249.94,Mixed Use,Loam,5413.36,1,0,1,1.1423150482128817,47.15,Medium
College District,Pre-Monsoon,4,31.229357,75.760544,87.37,38.52,56.38,2028.31,3.91,247.8,Mixed Use,Loam,6305.37,0,1,1,1.1427291315334271,45.88,Medium
City Centre,Winter,1,31.233966,75.773827,32.6,13.42,51.74,2408.15,3.69,244.48,Built-up,Loam,6623.37,1,0,0,1.1449349101730688,38.07,Low
Railway Colony,Pre-Monsoon,4,31.231265,75.762039,71.03,37.75,56.81,2286.26,3.3,245.51,Built-up,Silt Loam,6943.91,1,1,0,1.1604038714039377,53.18,Medium
Industrial Belt,Winter,12,31.213978,75.774249,73.92,18.92,62.81,2462.46,4.41,238.56,Industrial,Clay Loam,5016.58,1,1,1,1.1616564503461455,53.76,Medium
City Centre,Monsoon,6,31.234507,75.770298,201.53,30.35,86.47,3304.21,5.91,251.77,Built-up,Loam,6923.62,0,1,1,1.1692997158636982,60.65,Medium
City Centre,Winter,3,31.216195,75.762551,17.37,24.1,66.08,2171.81,2.81,246.35,Built-up,Loam,7136.19,1,1,0,1.169835052328573,49.29,Medium
Railway Colony,Winter,1,31.227978,75.759399,54.82,18.21,69.71,2197.29,3.9,249.05,Built-up,Silt Loam,6377.06,1,0,0,1.1708455126218773,38.78,Low
Railway Colony,Winter,3,31.232822,75.763737,40.39,18.34,78.77,1754.51,3.29,247.07,Built-up,Silt Loam,6421.42,1,1,0,1.1888226406909193,49.47,Medium
Railway Colony,Winter,2,31.227931,75.759139,2.82,12.43,60.12,1325.86,2.34,242.82,Built-up,Silt Loam,6333.71,1,0,0,1.191845947721825,30.05,Low
College District,Monsoon,8,31.231125,75.761402,174.7,35.74,73.59,2823.49,6.16,250.19,Mixed Use,Loam,7278.24,0,0,1,1.1942401074748035,45.13,Medium
College District,Monsoon,9,31.230675,75.760943,242.73,34.78,66.84,3518.62,6.03,253.99,Mixed Use,Loam,6058.78,1,0,1,1.1955486036077465,56.36,Medium
College District,Monsoon,6,31.233032,75.763759,182.98,34.72,81.65,3021.08,5.32,246.06,Mixed Use,Loam,4988.64,1,1,1,1.207000830122752,62.85,Medium
College District,Winter,1,31.230988,75.760967,55.72,20.08,68.53,2226.79,3.49,246.16,Mixed Use,Loam,5370.27,1,0,1,1.2157044551881848,36.51,Low
Railway Colony,Monsoon,9,31.233219,75.763824,205.35,30.77,80.85,3276.17,7.24,247.95,Built-up,Silt Loam,6598.53,1,0,1,1.2209879479092502,57.51,Medium
College District,Winter,2,31.227578,75.758546,41.46,17.82,59.5,1768.92,3.54,243.9,Mixed Use,Loam,6232.73,0,1,1,1.2312387683971573,41.9,Medium
College District,Winter,2,31.233774,75.764554,13.87,20.22,57.07,2119.43,2.61,248.07,Mixed Use,Loam,6393.17,0,1,0,1.2384992083344615,39.45,Low
Railway Colony,Winter,12,31.233109,75.762817,30.86,19.75,63.62,1714.72,3.33,248.03,Built-up,Silt Loam,6957.18,0,1,0,1.2657304564632716,41.74,Medium
College District,Monsoon,6,31.229078,75.758875,219.72,32.94,90.98,3167.14,6.02,243.65,Mixed Use,Loam,5441.63,1,0,1,1.266705743435565,53.39,Medium
College District,Post-Monsoon,10,31.235393,75.76904,77.37,25.28,65.51,2266.07,3.34,240.7,Mixed Use,Loam,5811.29,0,0,1,1.2778487815919513,29.96,Low
College District,Post-Monsoon,10,31.229162,75.758771,88.94,27.16,57.43,2312.1,4.07,245.55,Mixed Use,Loam,6185.23,0,1,1,1.2797270273499834,46.93,Medium
College District,Monsoon,6,31.230886,75.7598,187.3,30.06,72.46,2701.17,5.08,248.39,Mixed Use,Loam,6537.15,1,0,1,1.2962440139261031,49.8,Medium
City Centre,Winter,1,31.214058,75.763594,22.8,21.85,62.38,2311.6,3.15,247.13,Built-up,Loam,7542.28,0,1,0,1.30064773597106,43.31,Medium
College District,Monsoon,7,31.230832,75.759624,186.4,31.87,76.83,3009.92,5.58,247.84,Mixed Use,Loam,5614.75,1,0,1,1.3062837173114543,50.49,Medium
College District,Monsoon,8,31.235795,75.770165,162.86,33.99,78.26,2692.19,5.22,248.41,Mixed Use,Loam,4617.74,1,0,1,1.312933159359016,46.2,Medium
College District,Post-Monsoon,11,31.233962,75.763204,71.9,29.47,48.4,2205.42,3.17,247.62,Mixed Use,Loam,5415.66,1,0,0,1.3223834854834338,36.56,Low
College District,Winter,1,31.234839,75.764837,13.12,19.52,60.59,2135.94,2.94,251.28,Mixed Use,Loam,4493.35,0,1,0,1.33194264037362,37.59,Low
Industrial Belt,Monsoon,6,31.213333,75.777296,249.9,28.26,80.6,3913.4,7.81,242.27,Industrial,Clay Loam,5090.03,1,0,1,1.3373324569764007,60.69,Medium
College District,Monsoon,9,31.227813,75.757388,154.05,28.13,87.98,2954.02,5.13,238.93,Mixed Use,Loam,7236.06,1,0,1,1.3439276368740198,49.92,Medium
Industrial Belt,Winter,12,31.214483,75.779576,43.47,15.58,60.3,2299.94,3.4,245.7,Industrial,Clay Loam,5739.85,1,1,0,1.3477107633354422,50.39,Medium
College District,Monsoon,6,31.221996,75.756781,175.49,27.56,86.82,3218.98,5.92,246.48,Mixed Use,Loam,5874.27,0,0,1,1.351549537798832,43.68,Medium
College District,Post-Monsoon,11,31.232813,75.760946,95.97,28.49,66.08,2595.96,4.64,245.06,Mixed Use,Loam,6599.16,0,1,1,1.3558044404927498,49.99,Medium
College District,Monsoon,9,31.230297,75.758505,200.18,37.89,86.6,2976.3,5.99,243.52,Mixed Use,Loam,6701.32,0,0,1,1.3627153547674657,45.6,Medium
College District,Pre-Monsoon,5,31.234493,75.7632,84.98,35.91,59.41,2021.56,4.0,252.03,Mixed Use,Loam,4501.04,1,0,1,1.3724215652574283,37.43,Low
College District,Post-Monsoon,11,31.23396,75.76226,0.0,22.57,56.43,1321.14,2.42,248.72,Mixed Use,Loam,6498.27,0,1,0,1.3732873296818893,36.32,Low
College District,Pre-Monsoon,5,31.236211,75.768196,128.13,33.56,47.85,2980.59,4.01,249.98,Mixed Use,Loam,6693.96,1,0,1,1.3801907987429984,45.24,Medium
Industrial Belt,Winter,2,31.216305,75.782208,27.79,20.33,62.27,1970.45,2.75,244.89,Industrial,Clay Loam,5981.89,1,0,0,1.3816430617417599,33.51,Low
Industrial Belt,Winter,1,31.216456,75.782376,15.41,15.68,55.85,1846.77,3.2,243.91,Industrial,Clay Loam,5539.97,1,1,1,1.38397977898963,47.02,Medium
Railway Colony,Pre-Monsoon,4,31.236465,75.770678,58.9,32.92,61.04,2210.38,4.11,246.97,Built-up,Silt Loam,7198.06,0,0,1,1.3860933005621208,32.67,Low
Railway Colony,Post-Monsoon,11,31.236447,75.769288,58.49,32.2,73.62,2475.97,3.18,246.7,Built-up,Silt Loam,7185.69,1,1,0,1.391489743145719,53.11,Medium
College District,Monsoon,8,31.231944,75.759434,226.21,36.01,79.63,3567.05,5.74,250.18,Mixed Use,Loam,5576.17,1,0,1,1.3957947869239775,54.29,Medium
City Centre,Post-Monsoon,10,31.234121,75.779567,103.24,23.27,49.36,2361.04,4.3,246.11,Built-up,Loam,6620.24,1,0,1,1.4005033549918324,42.94,Medium
Railway Colony,Winter,12,31.22907,75.757278,29.13,18.89,81.04,1904.13,3.31,250.4,Built-up,Silt Loam,7641.16,1,1,0,1.4039108876402955,51.06,Medium
College District,Monsoon,7,31.223148,75.756062,230.02,31.51,83.03,3376.16,6.35,243.75,Mixed Use,Loam,5789.62,1,0,1,1.404612276565461,55.74,Medium
College District,Post-Monsoon,10,31.232122,75.759324,50.82,30.25,56.49,1866.19,3.02,246.12,Mixed Use,Loam,5912.24,1,0,0,1.4164449126090544,34.93,Low
College District,Monsoon,6,31.233055,75.760228,186.54,30.74,85.47,3003.72,5.7,242.95,Mixed Use,Loam,6606.61,1,1,1,1.422764763281243,66.16,Medium
College District,Post-Monsoon,11,31.232933,75.760079,53.42,31.07,44.09,1987.89,3.87,242.92,Mixed Use,Loam,6048.97,0,0,0,1.423309719029738,29.62,Low
College District,Winter,12,31.233304,75.76046,38.59,16.92,65.32,1965.86,3.52,250.32,Mixed Use,Loam,6008.65,1,0,1,1.427205872254014,35.92,Low
Railway Colony,Winter,12,31.23459,75.762317,3.62,19.24,59.28,2218.1,2.69,238.18,Built-up,Silt Loam,7132.29,1,0,0,1.4273107387447082,34.43,Low
Industrial Belt,Winter,2,31.215,75.781539,60.31,13.21,57.92,2621.91,3.07,247.91,Industrial,Clay Loam,6382.24,1,0,0,1.4298099757228449,38.2,Low
Railway Colony,Winter,2,31.214032,75.761232,54.24,17.34,48.39,2060.58,3.72,242.18,Built-up,Silt Loam,7310.33,1,1,1,1.4340007405655764,53.26,Medium
College District,Winter,2,31.23674,75.768298,63.48,17.43,77.27,1745.4,4.0,247.65,Mixed Use,Loam,5684.82,1,0,0,1.4364593333406266,37.28,Low
College District,Monsoon,9,31.233613,75.760681,125.44,30.1,79.64,2603.86,4.32,246.8,Mixed Use,Loam,7020.53,0,0,1,1.43816192408427,37.3,Low
Industrial Belt,Winter,1,31.214446,75.78112,33.85,12.87,72.72,2109.9,3.74,252.26,Industrial,Clay Loam,5170.39,1,0,0,1.4462588298006194,35.42,Low
College District,Pre-Monsoon,5,31.232196,75.75887,70.57,41.69,60.95,2263.85,3.58,249.77,Mixed Use,Loam,5782.71,0,0,0,1.4551005518329356,30.14,Low
Industrial Belt,Monsoon,8,31.212279,75.77789,242.71,32.26,72.65,3475.99,6.84,249.46,Industrial,Clay Loam,5278.61,1,1,1,1.4673782810266887,71.1,Critical
College District,Winter,2,31.237023,75.76771,64.08,17.76,61.0,2254.26,2.68,249.88,Mixed Use,Loam,7916.23,1,0,0,1.4775955319716887,38.62,Low
College District,Winter,2,31.233139,75.759449,46.67,17.33,58.34,1868.34,3.45,246.75,Mixed Use,Loam,5605.06,1,0,0,1.4824152405667732,35.33,Low
College District,Winter,12,31.232493,75.758621,1.56,15.28,51.64,1851.08,2.87,254.34,Mixed Use,Loam,5454.29,0,1,0,1.494280043873032,37.43,Low
College District,Monsoon,8,31.23496,75.761658,227.63,34.93,85.18,3447.27,6.6,248.26,Mixed Use,Loam,5776.36,0,0,1,1.4969324168051634,48.39,Medium
College District,Pre-Monsoon,5,31.22898,75.756007,79.93,41.14,31.85,2221.73,3.72,252.03,Mixed Use,Loam,6921.41,0,1,1,1.511675854459177,46.43,Medium
Railway Colony,Winter,2,31.216332,75.757662,43.56,21.88,66.54,2258.73,3.88,241.91,Built-up,Silt Loam,7390.66,1,1,0,1.5125452195782343,53.75,Medium
Canal Edge,Post-Monsoon,11,31.228151,75.786037,88.89,31.28,65.23,2923.49,4.36,236.0,Agricultural,Alluvial,3549.71,0,0,1,1.5205720609012658,31.57,Low
City Centre,Monsoon,6,31.231515,75.784201,164.25,30.58,75.69,3111.4,4.69,241.87,Built-up,Loam,8984.01,1,0,1,1.5237861201194023,52.24,Medium
Industrial Belt,Post-Monsoon,11,31.212565,75.779648,21.21,27.93,67.35,2478.73,3.55,238.86,Industrial,Clay Loam,5248.96,1,1,0,1.5246916297260387,49.43,Medium
College District,Post-Monsoon,10,31.235191,75.761533,80.88,31.44,52.88,2538.65,3.85,246.86,Mixed Use,Loam,5439.47,1,1,0,1.5247541506142785,53.56,Medium
College District,Monsoon,8,31.236279,75.763623,217.53,34.29,78.26,3525.43,6.34,246.11,Mixed Use,Loam,6300.37,1,1,1,1.526397023924946,70.2,Critical
Industrial Belt,Pre-Monsoon,5,31.21729,75.784823,72.37,38.79,42.52,2654.36,3.52,249.75,Industrial,Clay Loam,4284.76,0,0,0,1.5280136191840223,29.03,Low
College District,Winter,12,31.236931,75.765352,30.43,14.46,65.7,1893.05,3.89,247.11,Mixed Use,Loam,6659.2,1,0,0,1.528324004351523,37.12,Low
College District,Monsoon,6,31.234025,75.759691,223.11,30.58,76.56,3886.18,6.22,254.19,Mixed Use,Loam,4991.05,0,0,1,1.5356893986704505,47.32,Medium
Industrial Belt,Pre-Monsoon,4,31.213142,75.780792,66.77,35.86,73.61,2374.92,3.31,241.56,Industrial,Clay Loam,5366.48,0,1,0,1.5364035445706812,43.02,Medium
College District,Winter,2,31.236917,75.765031,18.83,21.03,75.03,2103.93,2.45,246.27,Mixed Use,Loam,7078.93,1,0,0,1.5374822713045457,34.23,Low
College District,Monsoon,7,31.234761,75.760594,139.67,28.92,92.5,2735.18,5.7,247.67,Mixed Use,Loam,5876.61,0,0,1,1.5406096722212892,40.07,Medium
College District,Pre-Monsoon,4,31.234582,75.760271,44.88,36.74,50.63,2040.11,2.5,247.19,Mixed Use,Loam,6416.9,1,1,0,1.5449248319802704,48.56,Medium
College District,Winter,1,31.236346,75.763157,43.03,21.06,51.98,2133.01,3.71,247.35,Mixed Use,Loam,5810.66,0,0,0,1.553294000303077,28.77,Low
