asset_name,asset_type,latitude,longitude,rainfall_mm,water_level_m,soil_type,building_age_years,floors,building_height_m,distance_to_river_km,construction_material,foundation_type,drainage_quality,soil_bearing_capacity_kpa,maintenance_score,occupancy_load,building_vulnerability_score,building_condition
LPU University Hospital,Healthcare,31.2569,75.703,241.82,5.04,Loam,24.1,9,35.69,4.22,RCC,Isolated Footing,Good,219.3,100.0,1140,39.2,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,191.68,5.67,Loam,21.6,10,42.99,2.39,RCC,Strip Footing,Poor,175.43,88.0,1461,56.62,Major Repair
LPU University Hospital,Healthcare,31.2569,75.703,173.91,5.08,Loam,0.0,6,30.04,4.88,RCC,Pile Foundation,Good,214.77,100.0,812,24.82,Good
LPU University Hospital,Healthcare,31.2569,75.703,96.36,4.74,Loam,0.0,8,34.59,4.3,Steel,Pile Foundation,Good,260.0,100.0,880,27.63,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,214.9,4.93,Loam,17.7,8,36.92,3.66,RCC,Raft Foundation,Moderate,259.45,89.34,852,37.68,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,165.38,5.26,Loam,21.6,9,41.7,3.81,RCC,Isolated Footing,Moderate,217.5,100.0,1214,44.61,Major Repair
LPU University Hospital,Healthcare,31.2569,75.703,175.72,4.04,Loam,7.5,6,37.88,4.65,RCC,Raft Foundation,Good,252.79,98.89,689,26.38,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,146.91,4.9,Loam,11.1,10,42.36,3.39,RCC,Isolated Footing,Poor,230.98,79.15,1318,41.7,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,213.9,5.31,Loam,17.1,8,42.27,3.15,Steel,Strip Footing,Poor,213.69,51.96,1236,58.51,Major Repair
LPU University Hospital,Healthcare,31.2569,75.703,162.19,5.26,Loam,16.0,8,36.85,3.3,RCC,Raft Foundation,Moderate,211.53,71.89,1414,41.66,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,166.24,4.8,Loam,21.2,10,37.83,3.54,Brick Masonry,Isolated Footing,Good,226.15,90.84,1590,39.78,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,241.61,6.01,Loam,30.7,8,52.94,3.17,Brick Masonry,Strip Footing,Poor,179.06,59.4,1279,79.77,Unsafe
LPU University Hospital,Healthcare,31.2569,75.703,192.9,6.39,Loam,31.7,9,37.79,2.71,RCC,Isolated Footing,Poor,199.04,79.56,1098,56.27,Major Repair
LPU University Hospital,Healthcare,31.2569,75.703,153.7,5.56,Loam,16.0,8,36.6,3.31,Steel,Raft Foundation,Moderate,214.06,90.96,1205,49.73,Major Repair
LPU University Hospital,Healthcare,31.2569,75.703,92.06,4.99,Loam,19.6,9,41.44,3.25,RCC,Raft Foundation,Moderate,197.71,73.61,1242,40.88,Minor Repair
LPU University Hospital,Healthcare,31.2569,75.703,152.58,3.73,Loam,0.0,6,33.37,4.15,RCC,Raft Foundation,Good,260.0,97.01,857,15.6,Good
LPU University Hospital,Healthcare,31.2569,75.703,36.26,4.96,Loam,11.0,7,38.29,4.81,RCC,Raft Foundation,Good,214.93,100.0,890,28.11,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,75.22,4.45,Loam,19.7,8,34.93,3.42,RCC,Isolated Footing,Moderate,178.06,87.58,4064,45.67,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,193.25,5.88,Loam,37.7,10,47.42,2.85,RCC,Strip Footing,Poor,122.86,46.76,4467,83.36,Unsafe
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,138.67,4.37,Loam,16.1,8,44.19,3.72,RCC,Pile Foundation,Good,172.23,69.67,4333,42.32,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,147.71,5.14,Loam,24.0,10,35.56,3.18,Brick Masonry,Isolated Footing,Good,192.93,71.51,4294,57.13,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,92.33,3.89,Loam,18.5,7,38.79,3.23,Brick Masonry,Raft Foundation,Moderate,209.49,59.01,3876,47.31,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,120.14,4.44,Loam,11.1,11,37.56,3.36,Brick Masonry,Pile Foundation,Poor,222.95,69.09,3168,45.72,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,82.4,4.24,Loam,28.3,7,36.98,4.33,RCC,Strip Footing,Poor,225.77,64.47,3687,47.47,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,112.01,4.2,Loam,15.5,9,33.61,3.49,Brick Masonry,Raft Foundation,Moderate,187.24,76.71,4367,44.88,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,159.93,4.28,Loam,24.7,8,45.48,2.85,RCC,Pile Foundation,Moderate,200.38,56.34,4414,57.71,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,74.31,3.76,Loam,7.7,8,44.09,4.79,RCC,Pile Foundation,Good,260.0,73.83,2131,38.42,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,142.26,4.39,Loam,11.3,9,36.16,3.5,RCC,Raft Foundation,Moderate,199.2,76.1,2585,30.77,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,49.23,4.56,Loam,21.3,9,34.52,4.19,RCC,Isolated Footing,Good,169.12,80.65,5177,30.7,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,92.95,4.85,Loam,17.7,8,41.2,3.75,Brick Masonry,Isolated Footing,Good,192.7,61.29,4187,44.67,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,162.56,3.99,Loam,19.5,9,38.51,3.26,Brick Masonry,Isolated Footing,Good,235.82,82.53,3982,49.42,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,73.52,3.39,Loam,9.1,10,32.06,4.98,RCC,Pile Foundation,Good,243.24,100.0,2758,31.63,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,126.75,4.64,Loam,32.9,9,37.59,3.6,RCC,Isolated Footing,Moderate,187.8,52.84,3577,53.54,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,127.68,4.3,Loam,23.6,8,35.16,3.7,RCC,Isolated Footing,Moderate,189.52,75.28,4704,43.6,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,88.24,4.12,Loam,5.2,6,28.33,4.91,RCC,Raft Foundation,Good,210.77,73.42,2528,30.72,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,137.3,4.67,Loam,18.0,8,41.44,4.25,Steel,Strip Footing,Moderate,220.85,86.73,3888,57.58,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,129.9,5.85,Loam,40.0,10,36.65,2.25,RCC,Isolated Footing,Poor,151.08,50.47,6000,72.02,Unsafe
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,78.76,4.46,Loam,25.1,7,35.08,3.06,Steel,Isolated Footing,Moderate,204.88,64.72,3850,50.35,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,78.54,4.1,Loam,20.5,7,41.0,3.71,RCC,Raft Foundation,Good,192.59,48.42,3800,46.49,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,115.37,4.03,Loam,13.9,9,39.08,3.76,RCC,Raft Foundation,Moderate,250.77,88.09,3981,36.08,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,154.85,6.24,Loam,38.5,11,43.64,2.73,Brick Masonry,Isolated Footing,Poor,174.34,52.43,6000,70.29,Unsafe
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,82.02,3.91,Loam,23.8,9,32.8,4.44,Steel,Raft Foundation,Good,260.0,100.0,2463,39.31,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,86.43,3.36,Loam,17.8,9,30.5,3.67,RCC,Raft Foundation,Moderate,174.07,70.0,3964,37.94,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,110.42,3.95,Loam,17.4,8,33.79,4.07,Brick Masonry,Raft Foundation,Moderate,218.65,93.03,5506,47.96,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,53.48,3.44,Loam,10.7,9,32.06,3.7,RCC,Raft Foundation,Moderate,223.97,73.7,3601,32.83,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,139.83,4.85,Loam,25.9,8,33.17,3.16,RCC,Isolated Footing,Moderate,226.44,41.55,4322,47.64,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,121.48,3.7,Loam,29.6,7,43.9,3.44,RCC,Strip Footing,Good,206.66,39.0,4801,55.88,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,56.38,2.97,Loam,6.0,9,37.19,5.0,RCC,Raft Foundation,Good,248.79,82.06,2941,27.1,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,121.08,4.17,Loam,19.1,6,31.41,3.62,RCC,Raft Foundation,Moderate,194.83,58.21,3704,38.73,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,115.98,4.98,Loam,11.7,8,34.89,3.72,RCC,Strip Footing,Good,248.61,68.14,4197,41.24,Minor Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,101.83,4.59,Loam,5.9,11,40.53,3.86,RCC,Isolated Footing,Moderate,188.37,84.78,4508,48.06,Major Repair
LPU Boys Hostel BH-1,Residential,31.2584,75.7014,127.16,4.24,Loam,28.2,9,42.59,4.02,RCC,Isolated Footing,Good,204.12,79.19,4393,45.91,Major Repair
Railway Station Access,Transport,31.2266,75.7668,176.64,6.61,Loam,17.5,1,12.31,1.64,RCC,Isolated Footing,Poor,204.42,82.08,1092,30.46,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,188.83,6.83,Loam,15.8,2,8.24,2.13,RCC,Raft Foundation,Poor,200.45,58.81,798,31.77,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,249.32,6.93,Loam,30.5,5,19.78,1.43,Brick Masonry,Isolated Footing,Poor,136.54,41.12,1220,77.22,Unsafe
Railway Station Access,Transport,31.2266,75.7668,176.49,6.3,Loam,18.0,1,14.09,2.06,Steel,Raft Foundation,Moderate,172.24,89.2,740,30.67,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,246.3,6.31,Loam,5.8,2,5.0,2.16,RCC,Pile Foundation,Good,132.73,79.25,1088,25.17,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,137.73,5.53,Loam,6.4,3,9.14,3.12,RCC,Pile Foundation,Good,224.42,85.97,900,20.21,Good
Railway Station Access,Transport,31.2266,75.7668,264.9,7.0,Loam,20.3,2,4.0,2.1,RCC,Raft Foundation,Poor,173.72,73.33,787,45.86,Major Repair
Railway Station Access,Transport,31.2266,75.7668,254.2,7.19,Loam,29.5,1,10.12,0.86,Steel,Pile Foundation,Good,152.26,50.12,881,48.15,Major Repair
Railway Station Access,Transport,31.2266,75.7668,165.86,6.85,Loam,14.4,4,10.69,1.33,Steel,Isolated Footing,Poor,146.32,63.4,833,45.18,Major Repair
Railway Station Access,Transport,31.2266,75.7668,258.68,6.41,Loam,9.6,2,4.0,1.79,RCC,Isolated Footing,Good,197.7,59.66,725,28.04,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,250.67,7.82,Loam,33.3,2,14.94,1.28,RCC,Pile Foundation,Good,179.02,63.6,999,38.01,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,234.6,7.14,Loam,23.0,1,4.0,1.16,RCC,Pile Foundation,Good,173.28,41.28,773,45.01,Major Repair
Railway Station Access,Transport,31.2266,75.7668,281.83,7.37,Loam,23.8,1,4.0,1.54,RCC,Pile Foundation,Good,162.72,48.15,1024,33.46,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,206.21,7.23,Loam,17.9,1,7.27,1.94,Steel,Pile Foundation,Moderate,165.21,64.63,728,30.05,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,198.11,7.05,Loam,16.9,3,6.06,1.64,RCC,Isolated Footing,Poor,137.6,67.18,656,43.74,Major Repair
Railway Station Access,Transport,31.2266,75.7668,197.34,7.09,Loam,19.8,1,16.51,2.03,Steel,Pile Foundation,Good,167.74,45.29,897,43.53,Major Repair
Railway Station Access,Transport,31.2266,75.7668,208.07,6.51,Loam,19.3,2,4.0,1.94,RCC,Isolated Footing,Good,175.74,71.99,1033,19.95,Good
Railway Station Access,Transport,31.2266,75.7668,188.67,6.79,Loam,16.4,1,17.38,1.54,RCC,Raft Foundation,Moderate,155.88,60.45,702,33.78,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,279.95,8.28,Loam,40.1,4,20.26,0.53,RCC,Strip Footing,Poor,115.73,46.63,1545,86.64,Unsafe
Railway Station Access,Transport,31.2266,75.7668,235.18,6.58,Loam,11.9,1,9.91,2.65,RCC,Raft Foundation,Moderate,178.09,81.93,854,20.15,Good
Railway Station Access,Transport,31.2266,75.7668,232.33,7.03,Loam,33.7,1,14.25,1.33,RCC,Raft Foundation,Moderate,170.43,59.28,831,44.9,Major Repair
Railway Station Access,Transport,31.2266,75.7668,181.81,5.61,Loam,15.2,1,12.52,3.42,RCC,Pile Foundation,Good,127.24,92.28,635,29.58,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,240.52,6.69,Loam,24.4,3,14.09,1.9,RCC,Isolated Footing,Moderate,160.48,80.0,1017,41.21,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,230.07,7.31,Loam,21.4,1,8.93,1.44,RCC,Raft Foundation,Good,150.43,47.99,891,43.59,Major Repair
Railway Station Access,Transport,31.2266,75.7668,186.47,6.19,Loam,30.4,4,13.99,3.09,RCC,Strip Footing,Good,139.84,42.63,848,51.93,Major Repair
Railway Station Access,Transport,31.2266,75.7668,192.44,7.71,Loam,23.6,3,8.05,1.75,RCC,Raft Foundation,Poor,153.02,70.4,709,38.88,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,191.67,7.6,Loam,22.4,3,4.0,1.7,RCC,Raft Foundation,Moderate,194.52,57.46,839,45.22,Major Repair
Railway Station Access,Transport,31.2266,75.7668,185.51,6.27,Loam,14.3,1,8.85,2.54,RCC,Pile Foundation,Moderate,178.7,43.94,649,28.84,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,179.36,5.69,Loam,7.6,1,8.49,3.14,Steel,Pile Foundation,Good,207.04,92.97,464,23.57,Good
Railway Station Access,Transport,31.2266,75.7668,201.67,6.86,Loam,15.1,1,11.13,1.84,RCC,Raft Foundation,Good,178.44,60.49,928,34.86,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,226.75,6.85,Loam,9.9,2,8.79,2.07,RCC,Raft Foundation,Good,196.89,73.25,322,28.56,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,200.44,6.52,Loam,16.2,1,9.77,1.71,RCC,Raft Foundation,Moderate,181.08,84.72,1040,38.32,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,177.71,6.11,Loam,21.9,2,12.17,2.02,RCC,Isolated Footing,Moderate,226.82,57.72,757,39.14,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,216.45,6.48,Loam,19.6,3,9.76,2.11,RCC,Raft Foundation,Moderate,162.52,67.27,668,38.3,Minor Repair
Railway Station Access,Transport,31.2266,75.7668,114.18,5.81,Loam,8.4,2,12.81,3.14,RCC,Raft Foundation,Good,220.49,73.21,487,22.1,Good
LPU Sports Arena,Recreation,31.2526,75.7028,234.7,7.09,Loam,24.0,8,39.59,3.07,RCC,Isolated Footing,Good,176.77,62.43,2710,44.19,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,229.0,6.32,Loam,3.2,8,34.2,3.25,Steel,Isolated Footing,Good,244.04,84.42,2610,37.58,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,229.42,6.19,Loam,8.9,10,38.03,4.43,RCC,Raft Foundation,Poor,186.92,77.08,2277,50.83,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,261.31,7.45,Loam,35.4,11,43.96,2.56,RCC,Strip Footing,Poor,168.96,51.82,4507,81.87,Unsafe
LPU Sports Arena,Recreation,31.2526,75.7028,203.6,6.53,Loam,17.8,9,33.12,3.68,Steel,Pile Foundation,Good,231.21,89.98,2744,46.31,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,96.97,4.86,Loam,11.8,7,43.92,4.21,RCC,Raft Foundation,Good,245.7,100.0,1888,31.13,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,136.56,5.06,Loam,4.0,6,35.94,4.41,RCC,Pile Foundation,Good,248.94,94.92,1759,36.23,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,201.31,6.03,Loam,27.7,9,36.57,3.17,Brick Masonry,Raft Foundation,Poor,194.9,83.56,2347,69.67,Unsafe
LPU Sports Arena,Recreation,31.2526,75.7028,179.78,6.89,Loam,17.7,9,34.66,3.27,Brick Masonry,Strip Footing,Moderate,205.38,68.71,2087,59.98,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,188.25,6.61,Loam,14.5,10,37.07,3.65,RCC,Raft Foundation,Good,203.67,94.45,3745,33.43,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,200.86,6.21,Loam,8.6,10,34.76,3.21,RCC,Isolated Footing,Moderate,219.81,70.13,2921,53.23,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,171.42,5.74,Loam,5.1,8,38.59,4.62,RCC,Raft Foundation,Good,250.04,91.4,1980,30.59,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,211.77,6.07,Loam,13.5,9,39.35,3.39,RCC,Raft Foundation,Moderate,208.34,73.38,3568,48.54,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,84.92,5.96,Loam,15.2,9,26.99,3.64,RCC,Pile Foundation,Moderate,205.21,81.92,1887,36.8,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,177.05,6.84,Loam,15.5,11,36.13,3.89,RCC,Raft Foundation,Good,212.43,77.42,3267,40.89,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,218.25,6.64,Loam,23.2,10,32.81,3.77,Steel,Pile Foundation,Moderate,192.63,86.11,2472,43.08,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,184.62,5.6,Loam,4.6,8,35.37,5.0,RCC,Raft Foundation,Good,258.27,90.49,1753,35.12,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,180.41,6.29,Loam,12.1,9,38.95,3.36,Brick Masonry,Raft Foundation,Good,206.23,71.52,2057,39.87,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,107.73,7.08,Loam,8.3,7,39.08,3.52,Steel,Isolated Footing,Good,205.48,78.52,2927,51.81,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,159.41,6.22,Loam,21.4,8,42.16,3.45,RCC,Isolated Footing,Good,204.81,69.95,3196,41.01,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,245.54,7.11,Loam,15.0,8,43.14,3.47,RCC,Raft Foundation,Moderate,208.5,85.45,2278,39.01,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,223.09,6.1,Loam,22.8,9,31.3,3.44,RCC,Isolated Footing,Moderate,244.44,70.11,2743,41.32,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,142.32,5.98,Loam,21.3,9,38.56,3.5,RCC,Raft Foundation,Poor,183.39,51.77,4245,61.65,Unsafe
LPU Sports Arena,Recreation,31.2526,75.7028,165.99,6.18,Loam,5.4,7,29.09,4.49,Steel,Raft Foundation,Good,260.0,95.74,1584,24.56,Good
LPU Sports Arena,Recreation,31.2526,75.7028,240.08,6.39,Loam,11.5,8,38.24,4.28,Steel,Isolated Footing,Poor,227.85,58.49,1906,49.72,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,280.84,7.53,Loam,32.8,11,42.22,3.17,Brick Masonry,Strip Footing,Poor,164.47,69.97,2698,71.96,Unsafe
LPU Sports Arena,Recreation,31.2526,75.7028,219.51,7.61,Loam,31.0,9,36.54,3.4,RCC,Pile Foundation,Moderate,192.59,75.27,1768,45.89,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,214.1,6.13,Loam,13.8,8,38.63,4.14,RCC,Strip Footing,Good,189.83,83.79,3170,50.73,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,203.96,7.15,Loam,27.8,9,41.03,3.91,RCC,Raft Foundation,Poor,216.3,59.31,3037,53.32,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,206.53,6.31,Loam,25.6,7,45.45,2.86,RCC,Isolated Footing,Moderate,203.24,88.0,3112,51.03,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,272.17,7.25,Loam,39.7,8,42.64,2.3,RCC,Strip Footing,Poor,139.19,52.33,3549,77.81,Unsafe
LPU Sports Arena,Recreation,31.2526,75.7028,198.38,7.41,Loam,9.9,10,36.76,3.74,RCC,Raft Foundation,Moderate,208.45,78.2,3039,48.9,Major Repair
LPU Sports Arena,Recreation,31.2526,75.7028,186.75,6.04,Loam,21.6,9,32.98,3.65,Brick Masonry,Raft Foundation,Good,200.46,77.08,2313,40.36,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,223.07,6.43,Loam,17.4,8,33.43,3.88,RCC,Pile Foundation,Good,209.43,96.91,2405,29.58,Minor Repair
LPU Sports Arena,Recreation,31.2526,75.7028,157.43,5.26,Loam,0.0,6,38.38,5.0,Steel,Raft Foundation,Good,251.99,89.03,1713,39.73,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,217.63,7.03,Loam,20.2,8,34.81,2.99,RCC,Isolated Footing,Poor,181.78,73.96,1700,61.38,Unsafe
LPU Main Auditorium,Education,31.2558,75.7042,211.53,4.57,Loam,10.0,8,41.7,4.52,RCC,Raft Foundation,Good,260.0,100.0,1892,31.1,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,189.76,5.19,Loam,16.3,10,41.18,3.95,RCC,Raft Foundation,Moderate,185.75,100.0,2537,57.21,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,201.48,5.29,Loam,20.3,7,33.95,2.83,Brick Masonry,Isolated Footing,Poor,195.37,94.94,2600,53.37,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,164.98,4.64,Loam,14.9,7,40.18,4.07,Steel,Raft Foundation,Good,221.11,99.11,2398,40.38,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,172.51,5.95,Loam,25.7,10,45.34,4.21,Steel,Strip Footing,Moderate,239.35,74.97,2766,59.98,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,209.8,6.78,Loam,11.9,8,40.92,3.68,RCC,Isolated Footing,Moderate,219.12,84.83,3242,43.49,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,247.14,5.72,Loam,19.0,11,37.77,2.69,RCC,Strip Footing,Moderate,172.07,49.4,2243,69.6,Unsafe
LPU Main Auditorium,Education,31.2558,75.7042,289.2,7.21,Loam,30.7,11,46.69,2.77,Brick Masonry,Strip Footing,Poor,205.62,60.88,2893,74.76,Unsafe
LPU Main Auditorium,Education,31.2558,75.7042,152.06,5.86,Loam,28.0,8,38.25,4.08,RCC,Raft Foundation,Moderate,231.73,84.43,1811,44.75,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,260.96,5.62,Loam,26.7,9,43.09,3.22,RCC,Raft Foundation,Good,183.75,73.95,2832,48.35,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,259.94,5.87,Loam,33.8,8,33.19,2.57,Steel,Raft Foundation,Good,193.01,63.57,2271,39.01,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,229.64,6.0,Loam,21.4,6,46.01,3.52,RCC,Strip Footing,Good,223.63,89.85,2529,54.39,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,177.36,5.58,Loam,27.9,9,34.09,3.04,Brick Masonry,Isolated Footing,Moderate,221.76,79.92,2213,54.99,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,230.12,5.3,Loam,25.7,8,46.38,2.21,RCC,Raft Foundation,Good,224.9,76.39,2343,49.01,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,135.81,4.34,Loam,6.0,8,32.39,4.08,RCC,Raft Foundation,Good,260.0,100.0,1205,31.84,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,203.0,6.81,Loam,26.0,9,37.13,3.36,Steel,Pile Foundation,Moderate,225.29,56.33,2310,58.87,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,158.03,4.95,Loam,13.7,9,30.94,4.75,RCC,Raft Foundation,Good,244.6,98.04,1239,35.1,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,209.68,5.54,Loam,19.1,6,44.4,3.02,RCC,Raft Foundation,Good,165.81,95.35,2641,41.75,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,225.83,6.06,Loam,34.4,10,38.59,3.08,RCC,Isolated Footing,Moderate,204.61,88.0,3113,56.99,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,148.25,4.65,Loam,5.2,6,37.63,5.0,Steel,Raft Foundation,Good,256.03,100.0,1409,29.04,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,211.46,5.78,Loam,28.5,9,43.65,3.36,Brick Masonry,Isolated Footing,Poor,167.44,65.8,2707,67.29,Unsafe
LPU Main Auditorium,Education,31.2558,75.7042,173.8,5.33,Loam,13.7,8,36.77,3.26,RCC,Strip Footing,Moderate,237.0,85.93,2814,51.82,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,183.39,4.49,Loam,15.2,10,47.85,3.96,RCC,Strip Footing,Moderate,246.83,80.21,2604,47.83,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,211.84,5.92,Loam,11.7,7,40.69,3.68,Brick Masonry,Pile Foundation,Good,224.67,78.2,2372,34.75,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,250.25,5.31,Loam,16.3,10,41.75,3.54,RCC,Strip Footing,Good,240.16,96.66,2156,44.93,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,247.98,5.46,Loam,12.6,8,38.96,3.78,RCC,Raft Foundation,Moderate,212.1,100.0,1893,36.84,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,203.37,5.66,Loam,19.1,7,39.0,2.84,RCC,Raft Foundation,Moderate,260.0,79.89,2428,43.24,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,266.66,6.79,Loam,38.2,11,44.96,2.32,Brick Masonry,Strip Footing,Poor,190.06,60.87,3146,75.85,Unsafe
LPU Main Auditorium,Education,31.2558,75.7042,138.61,4.84,Loam,15.1,8,28.36,3.89,Steel,Raft Foundation,Good,225.31,100.0,1534,39.69,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,161.03,4.14,Loam,16.2,9,28.66,4.19,RCC,Raft Foundation,Good,249.73,89.73,1843,30.39,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,258.94,6.28,Loam,21.2,9,42.73,3.34,Steel,Raft Foundation,Good,195.17,59.84,2197,54.08,Major Repair
LPU Main Auditorium,Education,31.2558,75.7042,241.41,6.65,Loam,15.9,10,40.33,3.24,RCC,Pile Foundation,Good,220.69,67.26,2973,34.74,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,234.0,5.23,Loam,16.5,8,41.0,4.02,RCC,Isolated Footing,Good,247.59,73.21,2329,34.05,Minor Repair
LPU Main Auditorium,Education,31.2558,75.7042,136.8,4.69,Loam,11.9,6,33.38,4.02,RCC,Raft Foundation,Good,220.78,89.85,1380,35.71,Minor Repair
